"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.response","Approve","Reject"
"3JUDR1D0D6KGLJRXEHHRITQMGGEQ2Q","3S5CBU44O4MMV1I46BNJJM7AVM6OAV","Click on the horse in the image","Every time you click on the image, a dot will appear where you clicked. Please click on the horse at least 10 times. It can be anywhere on the horse (so long as it is actually ON the horse!). You can only submit the HIT if you click at least 10 times.","click on object,images","$0.01","Mon May 06 11:07:24 PDT 2019","100","BatchId:3632564;OriginalHitTemplateId:928390828;","3600","86400","Tue May 07 11:07:24 PDT 2019","","","3018Q3ZVOJJ7O7ZVUD48ILFE7Q0RAU","A1LUZ1LUPUWUIL","Submitted","Mon May 06 11:33:53 PDT 2019","Mon May 06 11:34:16 PDT 2019","Tue May 07 11:34:16 PDT 2019","","","","23","0% (0/0)","0% (0/0)","0% (0/0)","[{""x"":267.5,""y"":225.86666870117188,""timestamp"":1557167636369},{""x"":121.5,""y"":155.86666870117188,""timestamp"":1557167644729},{""x"":170.5,""y"":105.86666870117188,""timestamp"":1557167645744},{""x"":203.5,""y"":153.86666870117188,""timestamp"":1557167646415},{""x"":244.5,""y"":184.86666870117188,""timestamp"":1557167647096},{""x"":308.5,""y"":195.86666870117188,""timestamp"":1557167647800},{""x"":381.5,""y"":183.86666870117188,""timestamp"":1557167648448},{""x"":445.5,""y"":199.86666870117188,""timestamp"":1557167649608},{""x"":392.5,""y"":218.86666870117188,""timestamp"":1557167650111},{""x"":436.5,""y"":273.8666687011719,""timestamp"":1557167650664},{""x"":367.5,""y"":279.8666687011719,""timestamp"":1557167651353},{""x"":406.5,""y"":322.8666687011719,""timestamp"":1557167651817},{""x"":326.5,""y"":256.8666687011719,""timestamp"":1557167652377},{""x"":255.5,""y"":259.8666687011719,""timestamp"":1557167652999},{""x"":240.5,""y"":306.8666687011719,""timestamp"":1557167653543},{""x"":207.5,""y"":289.8666687011719,""timestamp"":1557167654040},{""x"":204.5,""y"":235.86666870117188,""timestamp"":1557167654584}]"
"3JUDR1D0D6KGLJRXEHHRITQMGGEQ2Q","3S5CBU44O4MMV1I46BNJJM7AVM6OAV","Click on the horse in the image","Every time you click on the image, a dot will appear where you clicked. Please click on the horse at least 10 times. It can be anywhere on the horse (so long as it is actually ON the horse!). You can only submit the HIT if you click at least 10 times.","click on object,images","$0.01","Mon May 06 11:07:24 PDT 2019","100","BatchId:3632564;OriginalHitTemplateId:928390828;","3600","86400","Tue May 07 11:07:24 PDT 2019","","","30MVJZJNHN6CL06DU2HZKZI3RR4J9V","A1F73T5YAJ9J9","Submitted","Mon May 06 13:56:13 PDT 2019","Mon May 06 13:56:46 PDT 2019","Tue May 07 13:56:46 PDT 2019","","","","33","0% (0/0)","0% (0/0)","0% (0/0)","[{""x"":352.510009765625,""y"":228.04000091552734,""timestamp"":1557176185783},{""x"":324.510009765625,""y"":230.04000091552734,""timestamp"":1557176187306},{""x"":279.510009765625,""y"":225.04000091552734,""timestamp"":1557176188632},{""x"":250.510009765625,""y"":211.04000091552734,""timestamp"":1557176189877},{""x"":227.510009765625,""y"":188.04000091552734,""timestamp"":1557176191201},{""x"":204.510009765625,""y"":165.04000091552734,""timestamp"":1557176192499},{""x"":188.510009765625,""y"":140.04000091552734,""timestamp"":1557176193919},{""x"":171.510009765625,""y"":119.04000091552734,""timestamp"":1557176195561},{""x"":151.510009765625,""y"":135.04000091552734,""timestamp"":1557176196997},{""x"":131.510009765625,""y"":150.04000091552734,""timestamp"":1557176198258}]"
"3JUDR1D0D6KGLJRXEHHRITQMGGEQ2Q","3S5CBU44O4MMV1I46BNJJM7AVM6OAV","Click on the horse in the image","Every time you click on the image, a dot will appear where you clicked. Please click on the horse at least 10 times. It can be anywhere on the horse (so long as it is actually ON the horse!). You can only submit the HIT if you click at least 10 times.","click on object,images","$0.01","Mon May 06 11:07:24 PDT 2019","100","BatchId:3632564;OriginalHitTemplateId:928390828;","3600","86400","Tue May 07 11:07:24 PDT 2019","","","326O153BMJRGDAX2SHBA9FO1D4MEDL","AHBJPKHFURJ3I","Submitted","Mon May 06 13:41:28 PDT 2019","Mon May 06 13:41:58 PDT 2019","Tue May 07 13:41:58 PDT 2019","","","","30","0% (0/0)","0% (0/0)","0% (0/0)","[{""x"":296.26708984375,""y"":242.86363983154297,""timestamp"":1557175291568},{""x"":350.26708984375,""y"":225.86363983154297,""timestamp"":1557175307003},{""x"":237.26708984375,""y"":210.86363983154297,""timestamp"":1557175307635},{""x"":249.26708984375,""y"":254.86363983154297,""timestamp"":1557175308295},{""x"":312.26708984375,""y"":267.86363983154297,""timestamp"":1557175308994},{""x"":197.26708984375,""y"":164.86363983154297,""timestamp"":1557175310020},{""x"":148.26708984375,""y"":134.86363983154297,""timestamp"":1557175310779},{""x"":457.26708984375,""y"":215.86363983154297,""timestamp"":1557175311812},{""x"":382.26708984375,""y"":293.86363983154297,""timestamp"":1557175313108},{""x"":243.26708984375,""y"":302.86363983154297,""timestamp"":1557175314438}]"
"3JUDR1D0D6KGLJRXEHHRITQMGGEQ2Q","3S5CBU44O4MMV1I46BNJJM7AVM6OAV","Click on the horse in the image","Every time you click on the image, a dot will appear where you clicked. Please click on the horse at least 10 times. It can be anywhere on the horse (so long as it is actually ON the horse!). You can only submit the HIT if you click at least 10 times.","click on object,images","$0.01","Mon May 06 11:07:24 PDT 2019","100","BatchId:3632564;OriginalHitTemplateId:928390828;","3600","86400","Tue May 07 11:07:24 PDT 2019","","","337RC3OW06VGDX7G0OY8SWKSM8ALVX","APZQEJ9KPIZOC","Submitted","Mon May 06 11:09:35 PDT 2019","Mon May 06 11:12:38 PDT 2019","Tue May 07 11:12:38 PDT 2019","","","","183","0% (0/0)","0% (0/0)","0% (0/0)","[{""x"":391.5,""y"":200.875,""timestamp"":1557166319983},{""x"":347.5,""y"":187.875,""timestamp"":1557166321183},{""x"":304.5,""y"":198.875,""timestamp"":1557166322903},{""x"":269.5,""y"":198.875,""timestamp"":1557166324287},{""x"":244.5,""y"":193.875,""timestamp"":1557166325183},{""x"":219.5,""y"":178.875,""timestamp"":1557166325807},{""x"":202.5,""y"":163.875,""timestamp"":1557166326679},{""x"":187.5,""y"":138.875,""timestamp"":1557166327679},{""x"":409.5,""y"":215.875,""timestamp"":1557166329408},{""x"":419.5,""y"":240.875,""timestamp"":1557166330303}]"
"3JUDR1D0D6KGLJRXEHHRITQMGGEQ2Q","3S5CBU44O4MMV1I46BNJJM7AVM6OAV","Click on the horse in the image","Every time you click on the image, a dot will appear where you clicked. Please click on the horse at least 10 times. It can be anywhere on the horse (so long as it is actually ON the horse!). You can only submit the HIT if you click at least 10 times.","click on object,images","$0.01","Mon May 06 11:07:24 PDT 2019","100","BatchId:3632564;OriginalHitTemplateId:928390828;","3600","86400","Tue May 07 11:07:24 PDT 2019","","","33CID57105MW1O5XGES291S9VOHL30","A3NZAEOHAO5LT6","Submitted","Mon May 06 11:07:43 PDT 2019","Mon May 06 11:08:32 PDT 2019","Tue May 07 11:08:32 PDT 2019","","","","49","100% (2/2)","0% (0/0)","0% (0/0)","[{""x"":229.767333984375,""y"":230.87152481079102,""timestamp"":1557166102662},{""x"":202.767333984375,""y"":175.87152481079102,""timestamp"":1557166103103},{""x"":191.767333984375,""y"":135.87152481079102,""timestamp"":1557166104158},{""x"":159.767333984375,""y"":128.87152481079102,""timestamp"":1557166104846},{""x"":275.767333984375,""y"":230.87152481079102,""timestamp"":1557166105726},{""x"":312.767333984375,""y"":224.87152481079102,""timestamp"":1557166106214},{""x"":343.767333984375,""y"":221.87152481079102,""timestamp"":1557166106823},{""x"":373.767333984375,""y"":204.87152481079102,""timestamp"":1557166107430},{""x"":392.767333984375,""y"":213.87152481079102,""timestamp"":1557166107902},{""x"":412.767333984375,""y"":248.87152481079102,""timestamp"":1557166108478}]"
"3JUDR1D0D6KGLJRXEHHRITQMGGEQ2Q","3S5CBU44O4MMV1I46BNJJM7AVM6OAV","Click on the horse in the image","Every time you click on the image, a dot will appear where you clicked. Please click on the horse at least 10 times. It can be anywhere on the horse (so long as it is actually ON the horse!). You can only submit the HIT if you click at least 10 times.","click on object,images","$0.01","Mon May 06 11:07:24 PDT 2019","100","BatchId:3632564;OriginalHitTemplateId:928390828;","3600","86400","Tue May 07 11:07:24 PDT 2019","","","33PPO7FECW8STFZOO011UUMT5XEIDJ","AWU522IJMK5EB","Submitted","Mon May 06 11:30:46 PDT 2019","Mon May 06 11:31:14 PDT 2019","Tue May 07 11:31:14 PDT 2019","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","[{""x"":264,""y"":236.875,""timestamp"":1557167453877},{""x"":354,""y"":223.875,""timestamp"":1557167454940},{""x"":380,""y"":293.875,""timestamp"":1557167456126},{""x"":408,""y"":225.875,""timestamp"":1557167457048},{""x"":122,""y"":150.875,""timestamp"":1557167458470},{""x"":164,""y"":125.875,""timestamp"":1557167459354},{""x"":208,""y"":180.875,""timestamp"":1557167460150},{""x"":203,""y"":257.875,""timestamp"":1557167461190},{""x"":254,""y"":202.875,""timestamp"":1557167461978},{""x"":435,""y"":274.875,""timestamp"":1557167463612}]"
"3JUDR1D0D6KGLJRXEHHRITQMGGEQ2Q","3S5CBU44O4MMV1I46BNJJM7AVM6OAV","Click on the horse in the image","Every time you click on the image, a dot will appear where you clicked. Please click on the horse at least 10 times. It can be anywhere on the horse (so long as it is actually ON the horse!). You can only submit the HIT if you click at least 10 times.","click on object,images","$0.01","Mon May 06 11:07:24 PDT 2019","100","BatchId:3632564;OriginalHitTemplateId:928390828;","3600","86400","Tue May 07 11:07:24 PDT 2019","","","34J10VATJGRMIO3TTM7LUTTSOD2IQP","A3PR49TI746YMM","Submitted","Mon May 06 17:35:48 PDT 2019","Mon May 06 17:36:16 PDT 2019","Tue May 07 17:36:16 PDT 2019","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","[{""x"":285.5,""y"":226.875,""timestamp"":1557189351906},{""x"":329.5,""y"":257.875,""timestamp"":1557189366835},{""x"":245.5,""y"":223.875,""timestamp"":1557189367768},{""x"":194.5,""y"":155.875,""timestamp"":1557189368455},{""x"":156.5,""y"":132.875,""timestamp"":1557189369456},{""x"":213.5,""y"":252.875,""timestamp"":1557189370570},{""x"":211.5,""y"":204.875,""timestamp"":1557189371323},{""x"":337.5,""y"":214.875,""timestamp"":1557189371942},{""x"":382.5,""y"":203.875,""timestamp"":1557189372820},{""x"":417.5,""y"":233.875,""timestamp"":1557189373619}]"
"3JUDR1D0D6KGLJRXEHHRITQMGGEQ2Q","3S5CBU44O4MMV1I46BNJJM7AVM6OAV","Click on the horse in the image","Every time you click on the image, a dot will appear where you clicked. Please click on the horse at least 10 times. It can be anywhere on the horse (so long as it is actually ON the horse!). You can only submit the HIT if you click at least 10 times.","click on object,images","$0.01","Mon May 06 11:07:24 PDT 2019","100","BatchId:3632564;OriginalHitTemplateId:928390828;","3600","86400","Tue May 07 11:07:24 PDT 2019","","","34S6N1K2ZWCBVWCWVZH4DVTJETZHL3","ANQF0LHVK1236","Submitted","Mon May 06 11:12:48 PDT 2019","Mon May 06 11:13:14 PDT 2019","Tue May 07 11:13:14 PDT 2019","","","","26","0% (0/0)","0% (0/0)","0% (0/0)","[{""x"":304.5,""y"":245.875,""timestamp"":1557166371533},{""x"":116.5,""y"":161.875,""timestamp"":1557166382814},{""x"":156.5,""y"":103.875,""timestamp"":1557166384174},{""x"":188.5,""y"":138.875,""timestamp"":1557166384718},{""x"":213.5,""y"":173.875,""timestamp"":1557166385250},{""x"":209.5,""y"":219.875,""timestamp"":1557166385927},{""x"":256.5,""y"":286.875,""timestamp"":1557166386419},{""x"":206.5,""y"":299.875,""timestamp"":1557166387027},{""x"":387.5,""y"":298.875,""timestamp"":1557166387523},{""x"":417.5,""y"":252.875,""timestamp"":1557166388050},{""x"":515.5,""y"":203.875,""timestamp"":1557166388691},{""x"":376.5,""y"":203.875,""timestamp"":1557166389462},{""x"":292.5,""y"":201.875,""timestamp"":1557166390935},{""x"":258.5,""y"":217.875,""timestamp"":1557166391380},{""x"":206.5,""y"":293.875,""timestamp"":1557166392675}]"
"3JUDR1D0D6KGLJRXEHHRITQMGGEQ2Q","3S5CBU44O4MMV1I46BNJJM7AVM6OAV","Click on the horse in the image","Every time you click on the image, a dot will appear where you clicked. Please click on the horse at least 10 times. It can be anywhere on the horse (so long as it is actually ON the horse!). You can only submit the HIT if you click at least 10 times.","click on object,images","$0.01","Mon May 06 11:07:24 PDT 2019","100","BatchId:3632564;OriginalHitTemplateId:928390828;","3600","86400","Tue May 07 11:07:24 PDT 2019","","","34S6N1K2ZWCBVWCWVZH4DVTJETZLH7","A3IX2J5AVF3LRG","Submitted","Mon May 06 11:08:39 PDT 2019","Mon May 06 11:09:07 PDT 2019","Tue May 07 11:09:07 PDT 2019","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","[{""x"":166.79998779296875,""y"":128.875,""timestamp"":1557166138218},{""x"":187.79998779296875,""y"":148.875,""timestamp"":1557166138804},{""x"":196.79998779296875,""y"":168.875,""timestamp"":1557166139426},{""x"":200.79998779296875,""y"":192.875,""timestamp"":1557166140005},{""x"":212.79998779296875,""y"":200.875,""timestamp"":1557166140634},{""x"":231.79998779296875,""y"":210.875,""timestamp"":1557166141317},{""x"":251.79998779296875,""y"":222.875,""timestamp"":1557166141914},{""x"":279.79998779296875,""y"":224.875,""timestamp"":1557166142564},{""x"":311.79998779296875,""y"":222.875,""timestamp"":1557166143123},{""x"":334.79998779296875,""y"":216.875,""timestamp"":1557166143677}]"
"3JUDR1D0D6KGLJRXEHHRITQMGGEQ2Q","3S5CBU44O4MMV1I46BNJJM7AVM6OAV","Click on the horse in the image","Every time you click on the image, a dot will appear where you clicked. Please click on the horse at least 10 times. It can be anywhere on the horse (so long as it is actually ON the horse!). You can only submit the HIT if you click at least 10 times.","click on object,images","$0.01","Mon May 06 11:07:24 PDT 2019","100","BatchId:3632564;OriginalHitTemplateId:928390828;","3600","86400","Tue May 07 11:07:24 PDT 2019","","","34V1S5K3GTU0X5R6AJNABVDY5L396Y","A349TSPKFHIWE1","Submitted","Mon May 06 11:21:35 PDT 2019","Mon May 06 11:21:51 PDT 2019","Tue May 07 11:21:51 PDT 2019","","","","16","100% (8/8)","0% (0/0)","0% (0/0)","[{""x"":311.5,""y"":226.875,""timestamp"":1557166906533},{""x"":330.5,""y"":218.875,""timestamp"":1557166907553},{""x"":388.5,""y"":217.875,""timestamp"":1557166908044},{""x"":439.5,""y"":240.875,""timestamp"":1557166908407},{""x"":449.5,""y"":259.875,""timestamp"":1557166908758},{""x"":366.5,""y"":268.875,""timestamp"":1557166909374},{""x"":309.5,""y"":265.875,""timestamp"":1557166909711},{""x"":251.5,""y"":247.875,""timestamp"":1557166909958},{""x"":215.5,""y"":209.875,""timestamp"":1557166910232},{""x"":197.5,""y"":175.875,""timestamp"":1557166910593},{""x"":185.5,""y"":137.875,""timestamp"":1557166911060},{""x"":141.5,""y"":131.875,""timestamp"":1557166912245}]"
